"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"GO:0007264",0.25195809846398,0.819692667930393,24,83,"small GTPase-mediated signal transduction","BP"
"GO:0072249",0.251968737167845,1,1,1,"metanephric podocyte development","BP"
"GO:0072274",0.251968737167845,1,1,1,"metanephric glomerular basement membrane development","BP"
"GO:2000145",0.25200405738039,0.882248242368504,6,17,"regulation of cell motility","BP"
"GO:0071895",0.252109640721403,0.925647902632854,3,7,"odontoblast differentiation","BP"
"GO:0021683",0.252117090395864,1,1,1,"cerebellar granular layer morphogenesis","BP"
"GO:0042628",0.252117090395864,1,1,1,"mating plug formation","BP"
"GO:0061108",0.252117090395864,1,1,1,"seminal vesicle epithelium development","BP"
"GO:0010634",0.252175080997049,0.85049580561852,11,35,"positive regulation of epithelial cell migration","BP"
"GO:1902073",0.252176896216404,1,1,1,"positive regulation of hypoxia-inducible factor-1alpha signaling pathway","BP"
"GO:0043162",0.252306086479409,0.858668383776342,9,30,"ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway","BP"
"GO:0003172",0.252345696090208,1,1,1,"sinoatrial valve development","BP"
"GO:0060920",0.252345696090208,1,1,1,"cardiac pacemaker cell differentiation","BP"
"GO:0046865",0.252388194158463,1,1,1,"terpenoid transport","BP"
"GO:0006901",0.252399980712148,0.904760253202869,4,11,"vesicle coating","BP"
"GO:0097114",0.252432335444265,0.95228657173694,2,4,"NMDA glutamate receptor clustering","BP"
"GO:0030278",0.252518963253467,0.891936517650609,5,14,"regulation of ossification","BP"
"GO:0007112",0.25252454193123,1,1,1,"male meiosis cytokinesis","BP"
"GO:0021501",0.252614687828434,1,1,1,"prechordal plate formation","BP"
"GO:0021547",0.252614687828434,1,1,1,"midbrain-hindbrain boundary initiation","BP"
"GO:2000744",0.252614687828434,1,1,1,"positive regulation of anterior head development","BP"
"GO:1904018",0.252618027327619,0.952226485472891,2,4,"positive regulation of vasculature development","BP"
"GO:0106014",0.252627016228344,1,1,1,"regulation of inflammatory response to wounding","BP"
"GO:1901753",0.252627016228344,1,1,1,"leukotriene A4 biosynthetic process","BP"
"GO:2001301",0.252627016228344,1,1,1,"lipoxin biosynthetic process","BP"
"GO:0006098",0.252643669805877,0.904627578542436,4,11,"pentose-phosphate shunt","BP"
"GO:0033029",0.252670231725099,1,1,1,"regulation of neutrophil apoptotic process","BP"
"GO:0140924",0.252670231725099,1,1,1,"L-kynurenine transmembrane transport","BP"
"GO:1901494",0.252670231725099,1,1,1,"regulation of cysteine metabolic process","BP"
"GO:1903786",0.252670231725099,1,1,1,"regulation of glutathione biosynthetic process","BP"
"GO:2000211",0.252670231725099,1,1,1,"regulation of glutamate metabolic process","BP"
"GO:0150115",0.252775600874891,1,1,1,"cell-substrate junction organization","BP"
"GO:1904997",0.252835771418183,1,1,1,"regulation of leukocyte adhesion to arterial endothelial cell","BP"
"GO:0050996",0.2529358247577,0.921520593977144,3,8,"positive regulation of lipid catabolic process","BP"
"GO:0010879",0.25295246103516,1,1,1,"cholesterol transport involved in cholesterol storage","BP"
"GO:0042797",0.252982401469165,0.90444304663285,4,11,"tRNA transcription by RNA polymerase III","BP"
"GO:0032754",0.253007476100331,0.907002288418717,4,10,"positive regulation of interleukin-5 production","BP"
"GO:1900745",0.253026448494707,0.859407577416125,9,28,"positive regulation of p38MAPK cascade","BP"
"GO:0090199",0.253090784963243,1,1,1,"regulation of release of cytochrome c from mitochondria","BP"
"GO:0007009",0.253138271757755,0.881533989622743,6,17,"plasma membrane organization","BP"
"GO:1990654",0.253234136970356,1,1,1,"sebum secreting cell proliferation","BP"
"GO:1905670",0.253263749591857,1,1,1,"TORC2 complex disassembly","BP"
"GO:0002574",0.253312468897266,1,1,1,"thrombocyte differentiation","BP"
"GO:0043363",0.253312468897266,1,1,1,"nucleate erythrocyte differentiation","BP"
"GO:0032288",0.253390881491737,0.925065266366292,3,7,"myelin assembly","BP"
"GO:1904649",0.253469778364687,1,1,1,"regulation of fat cell apoptotic process","BP"
"GO:0045066",0.253541841505813,0.951927021037341,2,4,"regulatory T cell differentiation","BP"
"GO:0043488",0.253605108415221,0.849442567050217,11,35,"regulation of mRNA stability","BP"
"GO:0031959",0.253812467606323,1,1,1,"nuclear receptor-mediated mineralocorticoid signaling pathway","BP"
"GO:0034050",0.253812467606323,1,1,1,"symbiont-induced defense-related programmed cell death","BP"
"GO:0070757",0.253812467606323,1,1,1,"interleukin-35-mediated signaling pathway","BP"
"GO:1902728",0.253812467606323,1,1,1,"positive regulation of growth factor dependent skeletal muscle satellite cell proliferation","BP"
"GO:2000510",0.253875020437971,0.921074032050994,3,8,"positive regulation of dendritic cell chemotaxis","BP"
"GO:0017145",0.253914574778387,0.924826580380097,3,7,"stem cell division","BP"
"GO:0097117",0.254025939045819,1,1,1,"guanylate kinase-associated protein clustering","BP"
"GO:0060147",0.254045390052122,1,1,1,"regulation of post-transcriptional gene silencing","BP"
"GO:0060668",0.254079986073808,1,1,1,"regulation of branching involved in salivary gland morphogenesis by extracellular matrix-epithelial cell signaling","BP"
"GO:0006600",0.254105154324644,0.951743978612277,2,4,"creatine metabolic process","BP"
"GO:1903775",0.254170894715206,1,1,1,"regulation of DNA double-strand break processing","BP"
"GO:0010815",0.254334592997713,0.92463492048929,3,7,"bradykinin catabolic process","BP"
"GO:1903612",0.254498630019636,1,1,1,"positive regulation of calcium-dependent ATPase activity","BP"
"GO:0006639",0.254511674584029,1,1,1,"acylglycerol metabolic process","BP"
"GO:0034369",0.254587531262518,0.951586971306636,2,4,"plasma lipoprotein particle remodeling","BP"
"GO:0009301",0.254700358050673,0.95155021250766,2,4,"snRNA transcription","BP"
"GO:0070625",0.254757524839017,1,1,1,"zymogen granule exocytosis","BP"
"GO:0015855",0.254847784999645,0.951502160928227,2,4,"pyrimidine nucleobase transport","BP"
"GO:1903394",0.254864187424292,1,1,1,"protein localization to kinetochore involved in kinetochore assembly","BP"
"GO:0071322",0.254975198266651,1,1,1,"cellular response to carbohydrate stimulus","BP"
"GO:1905956",0.255110102909115,1,1,1,"positive regulation of endothelial tube morphogenesis","BP"
"GO:1904515",0.255122279061413,0.9242749456244,3,7,"positive regulation of TORC2 signaling","BP"
"GO:1990755",0.255125328486346,1,1,1,"mitotic spindle microtubule depolymerization","BP"
"GO:0048597",0.255153046008777,0.951402593327341,2,4,"post-embryonic camera-type eye morphogenesis","BP"
"GO:1903043",0.255242729677719,1,1,1,"positive regulation of chondrocyte hypertrophy","BP"
"GO:0044774",0.255275321449475,1,1,1,"mitotic DNA integrity checkpoint signaling","BP"
"GO:2001251",0.255275321449475,1,1,1,"negative regulation of chromosome organization","BP"
"GO:0000023",0.255301387730196,1,1,1,"maltose metabolic process","BP"
"GO:0005985",0.255301387730196,1,1,1,"sucrose metabolic process","BP"
"GO:0043181",0.255301387730196,1,1,1,"vacuolar sequestering","BP"
"GO:0030264",0.255438115770346,1,1,1,"nuclear fragmentation involved in apoptotic nuclear change","BP"
"GO:2000724",0.255438115770346,1,1,1,"positive regulation of cardiac vascular smooth muscle cell differentiation","BP"
"GO:0002538",0.255440284250886,1,1,1,"arachidonate metabolite production involved in inflammatory response","BP"
"GO:0060857",0.255446789323941,1,1,1,"establishment of glial blood-brain barrier","BP"
"GO:0061520",0.255456029671948,0.951303671959824,2,4,"Langerhans cell differentiation","BP"
"GO:0042938",0.255470636442502,1,1,1,"dipeptide transport","BP"
"GO:0150076",0.255498532672585,0.924102746502847,3,7,"neuroinflammatory response","BP"
"GO:0002651",0.255503142623121,1,1,1,"positive regulation of tolerance induction to self antigen","BP"
"GO:0002663",0.255503142623121,1,1,1,"positive regulation of B cell tolerance induction","BP"
"GO:1905317",0.255503142623121,1,1,1,"inferior endocardial cushion morphogenesis","BP"
"GO:0072376",0.255546460350925,1,1,1,"protein activation cascade","BP"
"GO:0001774",0.255607476251229,0.86316643631915,8,25,"microglial cell activation","BP"
"GO:0044843",0.255806101454552,0.951189256925154,2,4,"cell cycle G1/S phase transition","BP"
"GO:0140570",0.255853080958676,1,1,1,"extraction of mislocalized protein from mitochondrial outer membrane","BP"
"GO:0001556",0.255904133877304,0.869513947605028,7,22,"oocyte maturation","BP"
"GO:0060471",0.256033516591728,1,1,1,"cortical granule exocytosis","BP"
"GO:1903923",0.256033516591728,1,1,1,"positive regulation of protein processing in phagocytic vesicle","BP"
"GO:0060481",0.256037802653128,1,1,1,"lobar bronchus epithelium development","BP"
"GO:0006516",0.256089336696963,0.902744393780895,4,11,"glycoprotein catabolic process","BP"
"GO:0071630",0.256126516370991,0.95108442210109,2,4,"nuclear protein quality control by the ubiquitin-proteasome system","BP"
"GO:0045065",0.256142652968143,1,1,1,"cytotoxic T cell differentiation","BP"
"GO:0072703",0.256144789508912,1,1,1,"cellular response to methyl methanesulfonate","BP"
"GO:0099179",0.256175845274516,0.951068272879702,2,4,"regulation of synaptic membrane adhesion","BP"
"GO:0086042",0.25619389244227,1,1,1,"cardiac muscle cell-cardiac muscle cell adhesion","BP"
"GO:0106047",0.25619389244227,1,1,1,"polyamine deacetylation","BP"
"GO:0106048",0.25619389244227,1,1,1,"spermidine deacetylation","BP"
"GO:0033320",0.256234400243556,1,1,1,"UDP-D-xylose biosynthetic process","BP"
"GO:0035350",0.256236530810437,1,1,1,"FAD transmembrane transport","BP"
"GO:1901679",0.256236530810437,1,1,1,"nucleotide transmembrane transport","BP"
"GO:0033032",0.256242921647154,1,1,1,"regulation of myeloid cell apoptotic process","BP"
"GO:0015718",0.256254529687962,0.889712693369463,5,14,"monocarboxylic acid transport","BP"
"GO:1901623",0.256389539803331,1,1,1,"regulation of lymphocyte chemotaxis","BP"
"GO:0031670",0.25643447565893,0.923673694187306,3,7,"cellular response to nutrient","BP"
"GO:0007258",0.256533288825774,1,1,1,"JUN phosphorylation","BP"
"GO:0031343",0.256533288825774,1,1,1,"positive regulation of cell killing","BP"
"GO:0009445",0.25660906814171,1,1,1,"putrescine metabolic process","BP"
"GO:0032784",0.256668537862117,0.923566239638944,3,7,"regulation of DNA-templated transcription elongation","BP"
"GO:0030311",0.256670552711109,0.919738742416648,3,8,"poly-N-acetyllactosamine biosynthetic process","BP"
"GO:2000465",0.256676228781377,1,1,1,"regulation of glycogen (starch) synthase activity","BP"
"GO:0010729",0.256679712856025,0.95090317128134,2,4,"positive regulation of hydrogen peroxide biosynthetic process","BP"
"GO:0033037",0.256684610324702,1,1,1,"polysaccharide localization","BP"
"GO:0007617",0.256700059358812,0.950896498775661,2,4,"mating behavior","BP"
"GO:0099504",0.256778688794393,1,1,1,"synaptic vesicle cycle","BP"
"GO:0033025",0.256822454043006,1,1,1,"regulation of mast cell apoptotic process","BP"
"GO:0035491",0.256849501503326,1,1,1,"positive regulation of leukotriene production involved in inflammatory response","BP"
"GO:0034474",0.256978003866851,1,1,1,"U2 snRNA 3'-end processing","BP"
"GO:1901874",0.257113812357623,0.950760716882661,2,4,"negative regulation of post-translational protein modification","BP"
"GO:1903556",0.257144590595433,1,1,1,"negative regulation of tumor necrosis factor superfamily cytokine production","BP"
"GO:1905404",0.257144590595433,1,1,1,"positive regulation of activated CD8-positive, alpha-beta T cell apoptotic process","BP"
"GO:0002414",0.257199775073587,1,1,1,"immunoglobulin transcytosis in epithelial cells","BP"
"GO:0030207",0.257211058934516,0.950728777262235,2,4,"chondroitin sulfate proteoglycan catabolic process","BP"
"GO:0048870",0.257478361132863,0.84658090373827,11,35,"cell motility","BP"
"GO:0036250",0.257540937720698,1,1,1,"peroxisome transport along microtubule","BP"
"GO:1903893",0.257711515964699,1,1,1,"positive regulation of ATF6-mediated unfolded protein response","BP"
"GO:1905322",0.257814616367469,0.950530323116683,2,4,"positive regulation of mesenchymal stem cell migration","BP"
"GO:0010743",0.25783708429789,1,1,1,"regulation of macrophage derived foam cell differentiation","BP"
"GO:0060611",0.25783708429789,1,1,1,"mammary gland fat development","BP"
"GO:1902228",0.25783708429789,1,1,1,"positive regulation of macrophage colony-stimulating factor signaling pathway","BP"
"GO:0060267",0.257876991065226,0.950509792047369,2,4,"positive regulation of respiratory burst","BP"
"GO:0001757",0.257904597676022,0.950500703833401,2,4,"somite specification","BP"
"GO:1902380",0.257946003360732,1,1,1,"positive regulation of endoribonuclease activity","BP"
"GO:0010629",0.257984943363676,0.78797324572221,63,233,"negative regulation of gene expression","BP"
"GO:0002434",0.257992412308223,1,1,1,"immune complex clearance","BP"
"GO:1902847",0.257992412308223,1,1,1,"regulation of neuronal signal transduction","BP"
"GO:0000288",0.258033990670207,0.888648004437259,5,14,"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","BP"
"GO:0043406",0.258090753566111,0.838223750028847,13,43,"positive regulation of MAP kinase activity","BP"
"GO:0035962",0.258111555120806,1,1,1,"response to interleukin-13","BP"
"GO:0098760",0.258111555120806,1,1,1,"response to interleukin-7","BP"
"GO:1904606",0.258111555120806,1,1,1,"fat cell apoptotic process","BP"
"GO:1904760",0.258111555120806,1,1,1,"regulation of myofibroblast differentiation","BP"
"GO:0007063",0.258276937145533,1,1,1,"regulation of sister chromatid cohesion","BP"
"GO:2000720",0.258276937145533,1,1,1,"positive regulation of maintenance of mitotic sister chromatid cohesion, centromeric","BP"
"GO:0036483",0.25832783798914,1,1,1,"neuron intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress","BP"
"GO:1900122",0.258389888092848,0.950340813439927,2,4,"positive regulation of receptor binding","BP"
"GO:1901208",0.258477484615644,1,1,1,"negative regulation of heart looping","BP"
"GO:1901211",0.258477484615644,1,1,1,"negative regulation of cardiac chamber formation","BP"
"GO:0042953",0.258496327011116,0.878141604394678,6,17,"lipoprotein transport","BP"
"GO:1904482",0.258573822861245,1,1,1,"cellular response to tetrahydrofolate","BP"
"GO:0042822",0.258597793429224,1,1,1,"pyridoxal phosphate metabolic process","BP"
"GO:0033189",0.2586397665465,0.888284768168684,5,14,"response to vitamin A","BP"
"GO:0060020",0.25864231709446,0.901340405295517,4,11,"Bergmann glial cell differentiation","BP"
"GO:0046683",0.258672042284284,0.950247737330937,2,4,"response to organophosphorus","BP"
"GO:0046902",0.258689187158251,0.901314560420564,4,11,"regulation of mitochondrial membrane permeability","BP"
"GO:0002504",0.258775221879683,1,1,1,"antigen processing and presentation of peptide or polysaccharide antigen via MHC class II","BP"
"GO:0051418",0.258871110609957,1,1,1,"microtubule nucleation by microtubule organizing center","BP"
"GO:0042350",0.258905260582763,0.950170740882892,2,4,"GDP-L-fucose biosynthetic process","BP"
"GO:0014860",0.258944780898844,1,1,1,"neurotransmitter secretion involved in regulation of skeletal muscle contraction","BP"
"GO:0015818",0.258997305605773,0.950140336711852,2,4,"isoleucine transport","BP"
"GO:0006535",0.259010885898595,1,1,1,"cysteine biosynthetic process from serine","BP"
"GO:0090074",0.259198299701446,1,1,1,"negative regulation of protein homodimerization activity","BP"
"GO:1990771",0.259198299701446,1,1,1,"clathrin-dependent extracellular exosome endocytosis","BP"
"GO:0045620",0.259458590479021,1,1,1,"negative regulation of lymphocyte differentiation","BP"
"GO:2000900",0.25947231281316,1,1,1,"cyclodextrin metabolic process","BP"
"GO:0018230",0.259559966881557,0.887732230982924,5,14,"peptidyl-L-cysteine S-palmitoylation","BP"
